NVTX Range,Style,PID,TID,NVTX Inst,Kern Inst,Total Time (ms),Avg (ms),Med (ms),Min (ms),Max (ms),StdDev (ms),Kernel Name
None,None,4104014,4104311,0,614,655.4196,1.0675,1.1377,0.9181,3.2712,0.1309,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
None,None,4104014,4104311,0,2456,587.0823,0.2390,0.0116,0.0046,3.1551,0.4007,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)"
None,None,4104014,4104311,0,921,354.8534,0.3853,0.5744,0.0009,0.7806,0.2724,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
None,None,4104014,4104311,0,1228,282.5474,0.2301,0.2055,0.0054,0.6863,0.2218,"void <unnamed>::indexing_backward_kernel<float, (int)4>(const long *, const long *, const T1 *, T1 *, long, long, long, long, bool)"
None,None,4104014,4104311,0,3377,230.9751,0.0684,0.0074,0.0069,0.4879,0.1357,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<float>, at::detail::Array<char *, (int)1>>(int, T2, T3)"
None,None,4104014,4104311,0,921,111.7630,0.1213,0.1478,0.0024,0.4467,0.0927,"void at::native::_scatter_gather_elementwise_kernel<(int)128, (int)4, void at::native::_cuda_scatter_gather_internal_kernel<(bool)1, at::native::OpaqueType<(int)4>>::operator ()<at::native::TensorAssign>(at::TensorIterator &, long, long, long, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
None,None,4104014,4104311,0,1535,38.2859,0.0249,0.0165,0.0124,0.0587,0.0162,void cutlass::Kernel<cutlass_80_tensorop_s1688gemm_64x64_16x6_nt_align4>(T1::Params)
None,None,4104014,4104311,0,614,33.4068,0.0544,0.0540,0.0228,0.0879,0.0308,void cutlass::Kernel<cutlass_80_tensorop_s1688gemm_256x64_16x4_tn_align4>(T1::Params)
None,None,4104014,4104311,0,3070,29.2299,0.0095,0.0059,0.0009,0.0290,0.0094,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, void at::native::<unnamed>::threshold_kernel_impl<float>(at::TensorIteratorBase &, T1, T1)::[lambda(float, float) (instance 1)]>, at::detail::Array<char *, (int)3>>(int, T2, T3)"
None,None,4104014,4104311,0,921,26.4875,0.0288,0.0221,0.0178,0.0480,0.0123,"void cudnn::batchnorm_bwtr_nhwc_semiPersist<float, float, float, (int)512, (int)16, (int)3, (int)4, (int)1, (int)0, (bool)1, (int)1>(cudnn::NhwcBatchNormBwdParams<T1, T2>)"
None,None,4104014,4104311,0,2456,21.5372,0.0088,0.0076,0.0055,0.0156,0.0032,"void at_cuda_detail::cub::DeviceRadixSortOnesweepKernel<at_cuda_detail::cub::DeviceRadixSortPolicy<long, at::cuda::cub::detail::OpaqueType<(int)8>, unsigned long long>::Policy800, (bool)0, long, at::cuda::cub::detail::OpaqueType<(int)8>, unsigned long long, int, int>(T7 *, T7 *, T5 *, const T5 *, T3 *, const T3 *, T4 *, const T4 *, T6, int, int)"
None,None,4104014,4104311,0,921,19.9387,0.0216,0.0167,0.0165,0.0320,0.0070,"void cudnn::bn_bw_1C11_kernel_new<float, float, float2, (int)32, (bool)1, (int)1>(T2, T2, T2, T2, cudnnTensorStruct, const T1 *, cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, T2 *, T2 *, const T2 *, const T2 *, T2)"
None,None,4104014,4104311,0,921,19.6859,0.0214,0.0186,0.0096,0.0463,0.0103,"void cudnn::bn_bw_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnn::bn_bw_1C11_args<T1>)"
None,None,4104014,4104311,0,307,15.7855,0.0514,0.0514,0.0510,0.0519,0.0002,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl<at::native::BinaryFunctor<float, float, float, void at::native::<unnamed>::threshold_kernel_impl<float>(at::TensorIteratorBase &, T1, T1)::[lambda(float, float) (instance 1)]>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
None,None,4104014,4104311,0,1842,15.5866,0.0085,0.0060,0.0028,0.0236,0.0070,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)"
None,None,4104014,4104311,0,614,15.0844,0.0246,0.0220,0.0155,2.3995,0.0966,cudnn_infer_ampere_scudnn_128x128_stridedB_small_nn_v1
None,None,4104014,4104311,0,1842,13.5842,0.0074,0.0024,0.0015,0.0364,0.0109,"void cudnn::cnn::reduce_wgrad_nchw_helper<float, float>(void *, const void *, T1, int, int)"
None,None,4104014,4104311,0,614,12.3770,0.0202,0.0201,0.0195,0.0270,0.0004,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)"
None,None,4104014,4104311,0,614,11.0875,0.0181,0.0184,0.0157,0.3634,0.0140,void cutlass::Kernel<cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4>(T1::Params)
None,None,4104014,4104311,0,307,9.3971,0.0306,0.0239,0.0220,0.2200,0.0350,void cutlass::Kernel<cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align1>(T1::Params)
None,None,4104014,4104311,0,307,7.3052,0.0238,0.0238,0.0235,0.0244,0.0001,void cutlass::Kernel<cutlass_80_tensorop_s1688gemm_256x64_16x4_tn_align1>(T1::Params)
None,None,4104014,4104311,0,1842,5.4722,0.0030,0.0018,0.0013,0.0087,0.0020,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<long, long, long, at::native::remainder_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long, long) (instance 1)]>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
None,None,4104014,4104311,0,1228,5.2905,0.0043,0.0033,0.0012,0.0097,0.0034,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<long, long, long, at::native::binary_internal::div_trunc_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long, long) (instance 1)]>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
None,None,4104014,4104311,0,307,5.2770,0.0172,0.0172,0.0167,0.0198,0.0002,void cutlass::Kernel<cutlass_80_tensorop_s1688gemm_64x64_16x6_nt_align1>(T1::Params)
None,None,4104014,4104311,0,2456,4.8753,0.0020,0.0016,0.0010,0.0088,0.0012,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<long, long, long, at::native::binary_internal::MulFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
None,None,4104014,4104311,0,307,4.5287,0.0148,0.0148,0.0136,0.0156,0.0003,void cutlass::Kernel<cutlass_80_tensorop_s1688gemm_64x64_16x6_nn_align4>(T1::Params)
None,None,4104014,4104311,0,614,4.4949,0.0073,0.0073,0.0044,0.0100,0.0022,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl<at::native::BUnaryFunctor<long, long, long, at::native::remainder_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long, long) (instance 1)]>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
None,None,4104014,4104311,0,1535,3.7085,0.0024,0.0028,0.0012,0.0068,0.0010,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)"
None,None,4104014,4104311,0,307,3.3564,0.0109,0.0109,0.0100,0.0116,0.0002,void cutlass_cudnn_infer::Kernel<cutlass_tensorop_s1688dgrad_optimized_tf32_128x64_16x6_nhwc_unity_stride_align4>(T1::Params)
None,None,4104014,4104311,0,1228,3.3456,0.0027,0.0026,0.0020,0.0039,0.0007,"void at_cuda_detail::cub::DeviceRadixSortHistogramKernel<at_cuda_detail::cub::DeviceRadixSortPolicy<long, at::cuda::cub::detail::OpaqueType<(int)8>, unsigned long long>::Policy800, (bool)0, long, unsigned long long>(T4 *, const T3 *, T4, int, int)"
None,None,4104014,4104311,0,1228,2.9620,0.0024,0.0016,0.0011,0.0096,0.0017,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<long>, at::detail::Array<char *, (int)3>>(int, T2, T3)"
None,None,4104014,4104311,0,1228,2.9072,0.0024,0.0020,0.0008,0.0050,0.0016,"void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &, const c10::Scalar &, const c10::Scalar &, at::Tensor &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)]>(T1, T2, function_traits<T2>::result_type *)"
None,None,4104014,4104311,0,307,2.2469,0.0073,0.0073,0.0072,0.0077,0.0000,ampere_sgemm_32x32_sliced1x4_nt
None,None,4104014,4104311,0,307,1.7341,0.0056,0.0057,0.0056,0.0057,0.0000,"void cudnn::ops::convertTensor_kernel<float, float, float, (cudnnKernelDataType_t)2>(T3, const T1 *, T3, T2 *, unsigned long)"
None,None,4104014,4104311,0,614,1.7051,0.0028,0.0028,0.0027,0.0035,0.0001,ampere_sgemm_32x128_nt
None,None,4104014,4104311,0,1228,1.4061,0.0011,0.0011,0.0010,0.0016,0.0001,"void at_cuda_detail::cub::DeviceRadixSortExclusiveSumKernel<at_cuda_detail::cub::DeviceRadixSortPolicy<long, at::cuda::cub::detail::OpaqueType<(int)8>, unsigned long long>::Policy800, unsigned long long>(T2 *)"
None,None,4104014,4104311,0,614,1.3361,0.0022,0.0022,0.0021,0.0023,0.0000,"void at::native::batch_norm_backward_elemt_channels_last_kernel<(int)4, float, float, float>(const T2 *, const T2 *, const T3 *, const T3 *, const T4 *, const T3 *, const T3 *, T2 *, T3, int, int)"
None,None,4104014,4104311,0,614,1.3177,0.0021,0.0021,0.0020,0.0026,0.0001,"void at::native::batch_norm_backward_reduce_channels_last_kernel<(int)4, float, float, float>(const T2 *, const T2 *, const T3 *, const T3 *, T3 *, T3 *, T4 *, T4 *, volatile T3 *, int *, int, int)"
None,None,4104014,4104311,0,307,1.2471,0.0041,0.0040,0.0039,0.0067,0.0003,void cutlass::Kernel<cutlass_80_simt_sgemm_128x32_8x5_nn_align1>(T1::Params)
None,None,4104014,4104311,0,307,1.0304,0.0034,0.0034,0.0032,0.0035,0.0001,void cutlass::Kernel<cutlass_80_simt_sgemm_128x32_8x5_nt_align1>(T1::Params)
None,None,4104014,4104311,0,307,0.9341,0.0030,0.0030,0.0030,0.0041,0.0001,ampere_sgemm_32x32_sliced1x4_nn
None,None,4104014,4104311,0,307,0.9305,0.0030,0.0030,0.0029,0.0037,0.0001,ampere_sgemm_32x128_nn
None,None,4104014,4104311,0,614,0.6853,0.0011,0.0011,0.0011,0.0012,0.0000,"void <unnamed>::softmax_warp_backward<float, float, float, (int)6, (bool)1, (bool)0>(T2 *, const T1 *, const T1 *, int, int, int, const bool *)"
None,None,4104014,4104311,0,614,0.6624,0.0011,0.0011,0.0010,0.0013,0.0000,"void cask_cudnn_infer::computeOffsetsKernel<(bool)1, (bool)0>(cask_cudnn_infer::ComputeOffsetsParams)"
None,None,4104014,4104311,0,614,0.6168,0.0010,0.0010,0.0009,0.0013,0.0001,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::masked_scale_kernel<bool, float, float>(at::Tensor &, const at::Tensor &, const at::Tensor &, T3)::[lambda(float, bool) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)"
None,None,4104014,4104311,0,614,0.5736,0.0009,0.0009,0.0009,0.0011,0.0000,cask_cudnn_infer::computeBOffsetsKernel(cask_cudnn_infer::ComputeBOffsetsParams)
None,None,4104014,4104311,0,307,0.5264,0.0017,0.0017,0.0017,0.0019,0.0000,"void cudnn::ops::nchwToNhwcKernel<float, float, float, (bool)0, (bool)1, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<T3>, const T1 *, T2 *)"
None,None,4104014,4104311,0,307,0.4446,0.0014,0.0014,0.0013,0.0018,0.0000,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
None,None,4104014,4104311,0,307,0.3849,0.0013,0.0012,0.0011,0.0015,0.0000,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl<at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
pointnet2_DA,PushPop,4104014,4104014,462,297066,1999.7661,0.0067,0.0047,0.0029,0.9166,0.0418,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::MaxOps<float>, unsigned int, float, (int)4>>(T3)"
pointnet2_DA,PushPop,4104014,4104014,462,594132,1768.8995,0.0030,0.0021,0.0019,0.7349,0.0187,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)4>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &)::[lambda(int) (instance 1)]>(long, T3)"
pointnet2_DA,PushPop,4104014,4104014,462,593208,1229.0498,0.0021,0.0022,0.0015,0.0058,0.0003,"void at_cuda_detail::cub::DeviceSelectSweepKernel<at_cuda_detail::cub::DispatchSelectIf<at_cuda_detail::cub::CountingInputIterator<long, long>, at_cuda_detail::cub::TransformInputIterator<bool, at::native::<unnamed>::NonZeroOp<bool>, const bool *, long>, long *, int *, at_cuda_detail::cub::NullType, at_cuda_detail::cub::NullType, int, (bool)0, (bool)0>::PtxSelectIfPolicyT, at_cuda_detail::cub::CountingInputIterator<long, long>, at_cuda_detail::cub::TransformInputIterator<bool, at::native::<unnamed>::NonZeroOp<bool>, const bool *, long>, long *, int *, at_cuda_detail::cub::ScanTileState<int, (bool)1>, at_cuda_detail::cub::NullType, at_cuda_detail::cub::NullType, int, (bool)0>(T2, T3, T4, T5, T6, T7, T8, T9, int)"
pointnet2_DA,PushPop,4104014,4104014,462,593208,1177.2778,0.0020,0.0020,0.0014,0.0033,0.0002,"void at::native::<unnamed>::write_indices<int>(long *, at::native::<unnamed>::TensorDims<T1>, int, T1)"
pointnet2_DA,PushPop,4104014,4104014,462,302610,979.4465,0.0032,0.0015,0.0013,0.5833,0.0274,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl<at::native::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
pointnet2_DA,PushPop,4104014,4104014,462,591928,718.2201,0.0012,0.0012,0.0011,0.0018,0.0000,"void at_cuda_detail::cub::DeviceReduceKernel<at_cuda_detail::cub::DeviceReducePolicy<int, int, at_cuda_detail::cub::Sum>::Policy600, at_cuda_detail::cub::TransformInputIterator<bool, at::native::<unnamed>::NonZeroOp<bool>, const bool *, long>, int, at_cuda_detail::cub::Sum, int>(T2, T5 *, T3, at_cuda_detail::cub::GridEvenShare<T3>, T4)"
pointnet2_DA,PushPop,4104014,4104014,462,295680,714.9126,0.0024,0.0020,0.0018,0.0046,0.0006,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_put_kernel_impl<at::native::OpaqueType<(int)4>>(at::TensorIterator &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &)::[lambda(int) (instance 1)]>(long, T3)"
pointnet2_DA,PushPop,4104014,4104014,462,591928,649.0222,0.0011,0.0011,0.0010,0.0015,0.0000,"void at_cuda_detail::cub::DeviceReduceSingleTileKernel<at_cuda_detail::cub::DeviceReducePolicy<int, int, at_cuda_detail::cub::Sum>::Policy600, int *, int *, int, at_cuda_detail::cub::Sum, int, int>(T2, T3, T4, T5, T6)"
pointnet2_DA,PushPop,4104014,4104014,462,297528,630.0422,0.0021,0.0021,0.0017,0.0028,0.0001,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)"
pointnet2_DA,PushPop,4104014,4104014,462,593208,488.6829,0.0008,0.0008,0.0007,0.0012,0.0000,"void at_cuda_detail::cub::DeviceCompactInitKernel<at_cuda_detail::cub::ScanTileState<int, (bool)1>, int *>(T1, int, T2)"
pointnet2_DA,PushPop,4104014,4104014,462,302148,459.3054,0.0015,0.0012,0.0011,0.1367,0.0059,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
pointnet2_DA,PushPop,4104014,4104014,462,924,368.3976,0.3987,0.1263,0.0248,3.0168,0.3910,"void at::native::radixSortKVInPlace<(int)2, (int)-1, (int)32, (int)32, long, long, unsigned int>(at::cuda::detail::TensorInfo<T5, T7>, T7, T7, T7, at::cuda::detail::TensorInfo<T6, T7>, T7, bool)"
pointnet2_DA,PushPop,4104014,4104014,462,297528,297.9178,0.0010,0.0010,0.0009,0.0040,0.0001,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase &, T2)::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
pointnet2_DA,PushPop,4104014,4104014,462,295680,292.0760,0.0010,0.0010,0.0009,0.0018,0.0000,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::CompareFunctor<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)"
pointnet2_DA,PushPop,4104014,4104014,462,924,113.4510,0.1228,0.0168,0.0019,0.2863,0.1212,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::masked_fill_kernel(at::TensorIterator &, const c10::Scalar &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long, bool) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)"
pointnet2_DA,PushPop,4104014,4104014,462,1848,59.1985,0.0320,0.0017,0.0009,0.1483,0.0541,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
pointnet2_DA,PushPop,4104014,4104014,462,1541,39.0792,0.0254,0.0132,0.0047,0.0658,0.0203,void cutlass::Kernel<cutlass_80_tensorop_s1688gemm_64x64_16x6_nn_align4>(T1::Params)
pointnet2_DA,PushPop,4104014,4104014,462,924,34.1985,0.0370,0.0069,0.0039,0.0842,0.0346,ampere_sgemm_128x128_tn
pointnet2_DA,PushPop,4104014,4104014,462,5082,22.9756,0.0045,0.0050,0.0009,0.0118,0.0027,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
pointnet2_DA,PushPop,4104014,4104014,462,924,15.8568,0.0172,0.0031,0.0013,0.0460,0.0186,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::compare_scalar_kernel<float>(at::TensorIteratorBase &, at::native::<unnamed>::OpType, T1)::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
pointnet2_DA,PushPop,4104014,4104014,307,921,13.8703,0.0151,0.0110,0.0108,0.0238,0.0057,"void cudnn::batchnorm_fwtr_nhwc_semiPersist<float, float, float, (int)512, (int)16, (int)2, (int)4, (int)1, (int)1, (bool)0, (bool)0, (bool)1, (int)1>(cudnn::NhwcBatchNormFwdParams<T1, T2>)"
pointnet2_DA,PushPop,4104014,4104014,462,924,11.6684,0.0126,0.0130,0.0056,0.0211,0.0032,void cutlass::Kernel<cutlass_80_tensorop_s1688gemm_64x64_16x6_nn_align1>(T1::Params)
pointnet2_DA,PushPop,4104014,4104014,307,921,9.0847,0.0099,0.0084,0.0048,0.0170,0.0048,"void cudnn::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnn::bn_fw_tr_1C11_args<T1>)"
pointnet2_DA,PushPop,4104014,4104014,307,921,8.5790,0.0093,0.0074,0.0072,0.0152,0.0028,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, int, (int)32, (bool)1, (int)1, (bool)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)"
pointnet2_DA,PushPop,4104014,4104014,462,924,7.6964,0.0083,0.0071,0.0022,0.0196,0.0030,"void at::native::<unnamed>::CatArrayBatchedCopy<float, unsigned int, (int)3, (int)64, (int)64>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)"
pointnet2_DA,PushPop,4104014,4104014,307,307,7.0975,0.0231,0.0231,0.0220,0.0239,0.0002,void cutlass::Kernel<cutlass_80_tensorop_s1688gemm_256x64_16x4_nn_align4>(T1::Params)
pointnet2_DA,PushPop,4104014,4104014,307,307,6.6194,0.0216,0.0215,0.0207,0.0248,0.0004,void cutlass::Kernel<cutlass_80_simt_sgemm_128x256_8x4_tn_align1>(T1::Params)
