NVTX Range,Style,PID,TID,NVTX Inst,Kern Inst,Total Time (ms),Avg (ms),Med (ms),Min (ms),Max (ms),StdDev (ms),Kernel Name
dgcnn_default,PushPop,4099282,4099282,462,1386,200.2410,0.1445,0.1526,0.0150,0.5268,0.0567,ampere_sgemm_128x128_nt
dgcnn_default,PushPop,4099282,4099282,462,1848,146.6203,0.0793,0.0266,0.0052,2.5269,0.1920,"void at::native::bitonicSortKVInPlace<(int)2, (int)-1, (int)16, (int)16, float, long, at::native::GTOp<float, (bool)1>, unsigned int>(at::cuda::detail::TensorInfo<T5, T8>, T8, T8, T8, at::cuda::detail::TensorInfo<T6, T8>, T8, T7)"
dgcnn_default,PushPop,4099282,4099282,307,307,117.4108,0.3824,0.3726,0.3700,2.7894,0.1398,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, int, (int)128, (bool)1, (int)1, (bool)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)"
dgcnn_default,PushPop,4099282,4099282,462,462,75.0884,0.1625,0.2032,0.0154,0.2069,0.0580,cudnn_infer_ampere_scudnn_128x32_relu_interior_nn_v1
dgcnn_default,PushPop,4099282,4099282,462,462,47.8084,0.1035,0.1446,0.0055,0.3272,0.0616,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, (int)4>>(T3)"
dgcnn_default,PushPop,4099282,4099282,462,462,46.6527,0.1010,0.1265,0.0092,0.1413,0.0377,ampere_sgemm_128x128_tn
dgcnn_default,PushPop,4099282,4099282,462,462,41.2630,0.0893,0.1091,0.0099,0.3831,0.0325,"void at::native::<unnamed>::CatArrayBatchedCopy_aligned16_contig<float, unsigned int, (int)3, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)"
dgcnn_default,PushPop,4099282,4099282,462,1848,30.8471,0.0167,0.0182,0.0012,0.6255,0.0180,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase &, T2)::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
dgcnn_default,PushPop,4099282,4099282,462,1386,15.8008,0.0114,0.0057,0.0036,2.4411,0.1122,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)"
dgcnn_default,PushPop,4099282,4099282,462,3696,11.4336,0.0031,0.0026,0.0023,0.2559,0.0110,"void at_cuda_detail::cub::DeviceScanByKeyKernel<at_cuda_detail::cub::DeviceScanByKeyPolicy<at_cuda_detail::cub::TransformInputIterator<unsigned int, at::native::mbtopk::BlockIdxToKey, at_cuda_detail::cub::CountingInputIterator<unsigned int, unsigned int>, long>, unsigned int>::Policy520, at_cuda_detail::cub::TransformInputIterator<unsigned int, at::native::mbtopk::BlockIdxToKey, at_cuda_detail::cub::CountingInputIterator<unsigned int, unsigned int>, long>, unsigned int *, unsigned int *, at_cuda_detail::cub::ReduceByKeyScanTileState<unsigned int, int, (bool)1>, at_cuda_detail::cub::Equality, at_cuda_detail::cub::Sum, at_cuda_detail::cub::NullType, int, unsigned int, unsigned int>(T2, T11 *, T3, T4, T5, int, T6, T7, T8, T9)"
dgcnn_default,PushPop,4099282,4099282,462,1230,9.3171,0.0076,0.0062,0.0033,0.2820,0.0192,ampere_sgemm_32x32_sliced1x4_tn
dgcnn_default,PushPop,4099282,4099282,462,1848,6.4296,0.0035,0.0039,0.0016,0.0107,0.0008,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl<at::native::CUDAFunctor_add<long>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
dgcnn_default,PushPop,4099282,4099282,462,1848,3.9372,0.0021,0.0024,0.0012,0.0055,0.0005,"void at::native::mbtopk::computeBlockwiseKthCounts<unsigned int>(T1 *, short *, unsigned int, unsigned int, unsigned int *)"
dgcnn_default,PushPop,4099282,4099282,462,3696,3.1315,0.0008,0.0008,0.0008,0.0011,0.0000,"void at_cuda_detail::cub::DeviceScanByKeyInitKernel<at_cuda_detail::cub::ReduceByKeyScanTileState<unsigned int, int, (bool)1>, at_cuda_detail::cub::TransformInputIterator<unsigned int, at::native::mbtopk::BlockIdxToKey, at_cuda_detail::cub::CountingInputIterator<unsigned int, unsigned int>, long>>(T1, T2, std::iterator_traits<T2>::value_type *, unsigned int, int)"
dgcnn_default,PushPop,4099282,4099282,307,2149,2.9142,0.0014,0.0014,0.0010,0.0018,0.0002,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
dgcnn_default,PushPop,4099282,4099282,462,924,2.1651,0.0023,0.0024,0.0013,0.0026,0.0001,"void at::native::batch_norm_transform_input_channels_last_kernel<float, float, float, (int)4>(const T1 *, const T1 *, const T2 *, const T2 *, const T3 *, const T3 *, T1 *, int, int, bool)"
dgcnn_default,PushPop,4099282,4099282,462,1848,2.0778,0.0011,0.0012,0.0009,0.0016,0.0001,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
dgcnn_default,PushPop,4099282,4099282,462,1848,1.9446,0.0011,0.0011,0.0008,0.0012,0.0000,"void at::native::mbtopk::fill<unsigned int, unsigned int>(T1 *, T1, T2)"
dgcnn_default,PushPop,4099282,4099282,462,1848,1.8696,0.0010,0.0011,0.0008,0.0013,0.0001,"void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &, const c10::Scalar &, const c10::Scalar &, at::Tensor &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)]>(T1, T2, function_traits<T2>::result_type *)"
dgcnn_default,PushPop,4099282,4099282,462,1848,1.7788,0.0010,0.0010,0.0009,0.0012,0.0000,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<long, long, long, at::native::binary_internal::MulFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
dgcnn_default,PushPop,4099282,4099282,307,614,1.7457,0.0028,0.0029,0.0026,0.0035,0.0002,"void at::native::batch_norm_collect_statistics_channels_last_kernel<at::native::Var, float, float, (int)4>(const T2 *, T3 *, T3 *, volatile T3 *, int *, int, int, T3)"
