NVTX Range,Style,PID,TID,NVTX Inst,Kern Inst,Total Time (ms),Avg (ms),Med (ms),Min (ms),Max (ms),StdDev (ms),Kernel Name
None,None,94211,94497,0,1228,6.2404,0.0051,0.0051,0.0047,0.0109,0.0002,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<long, long, long, at::native::binary_internal::div_trunc_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long, long) (instance 1)]>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
None,None,94211,94497,0,1228,5.6124,0.0046,0.0045,0.0044,0.0089,0.0001,"void at_cuda_detail::cub::DeviceRadixSortHistogramKernel<at_cuda_detail::cub::DeviceRadixSortPolicy<long, at::cuda::cub::detail::OpaqueType<(int)8>, unsigned long long>::Policy800, (bool)0, long, unsigned long long>(T4 *, const T3 *, T4, int, int)"
None,None,94211,94497,0,307,5.6014,0.0182,0.0182,0.0179,0.0321,0.0008,"void cudnn::batchnorm_bwtr_nhwc_semiPersist<float, float, float, (int)512, (int)16, (int)3, (int)4, (int)1, (int)0, (bool)1, (int)1>(cudnn::NhwcBatchNormBwdParams<T1, T2>)"
None,None,94211,94497,0,307,3.3435,0.0109,0.0109,0.0107,0.0111,0.0001,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl<at::native::<unnamed>::leaky_relu_backward_kernel(at::TensorIteratorBase &, const c10::Scalar &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float, float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
None,None,94211,94497,0,614,1.8718,0.0030,0.0031,0.0029,0.0035,0.0001,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)"
None,None,94211,94497,0,614,1.7145,0.0028,0.0028,0.0027,0.0034,0.0001,ampere_sgemm_32x128_nt
None,None,94211,94497,0,1228,1.3613,0.0011,0.0011,0.0011,0.0015,0.0000,"void at_cuda_detail::cub::DeviceRadixSortExclusiveSumKernel<at_cuda_detail::cub::DeviceRadixSortPolicy<long, at::cuda::cub::detail::OpaqueType<(int)8>, unsigned long long>::Policy800, unsigned long long>(T2 *)"
None,None,94211,94497,0,614,1.3494,0.0022,0.0022,0.0021,0.0023,0.0000,"void at::native::batch_norm_backward_elemt_channels_last_kernel<(int)4, float, float, float>(const T2 *, const T2 *, const T3 *, const T3 *, const T4 *, const T3 *, const T3 *, T2 *, T3, int, int)"
None,None,94211,94497,0,614,1.3241,0.0022,0.0021,0.0021,0.0025,0.0001,"void at::native::batch_norm_backward_reduce_channels_last_kernel<(int)4, float, float, float>(const T2 *, const T2 *, const T3 *, const T3 *, T3 *, T3 *, T4 *, T4 *, volatile T3 *, int *, int, int)"
None,None,94211,94497,0,307,1.2538,0.0041,0.0041,0.0040,0.0064,0.0001,void cutlass::Kernel<cutlass_80_simt_sgemm_128x32_8x5_nn_align1>(T1::Params)
None,None,94211,94497,0,307,1.0472,0.0034,0.0034,0.0033,0.0037,0.0000,void cutlass::Kernel<cutlass_80_simt_sgemm_128x32_8x5_nt_align1>(T1::Params)
None,None,94211,94497,0,307,0.9287,0.0030,0.0030,0.0030,0.0038,0.0000,ampere_sgemm_32x32_sliced1x4_nn
None,None,94211,94497,0,307,0.8988,0.0029,0.0029,0.0029,0.0038,0.0001,ampere_sgemm_32x128_nn
None,None,94211,94497,0,614,0.8006,0.0013,0.0013,0.0012,0.0014,0.0001,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)"
None,None,94211,94497,0,614,0.6027,0.0010,0.0010,0.0010,0.0012,0.0000,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::masked_scale_kernel<bool, float, float>(at::Tensor &, const at::Tensor &, const at::Tensor &, T3)::[lambda(float, bool) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)"
None,None,94211,94497,0,307,0.4319,0.0014,0.0014,0.0014,0.0018,0.0000,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
None,None,94211,94497,0,307,0.3799,0.0012,0.0013,0.0012,0.0014,0.0001,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl<at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
None,None,94211,94497,0,307,0.3510,0.0011,0.0012,0.0011,0.0013,0.0000,"void <unnamed>::softmax_warp_backward<float, float, float, (int)6, (bool)1, (bool)0>(T2 *, const T1 *, const T1 *, int, int, int, const bool *)"
None,None,94211,94497,0,307,0.2857,0.0009,0.0009,0.0009,0.0011,0.0000,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
dgcnn_DA,PushPop,94211,94211,462,7392,2402.5769,0.3250,0.1643,0.0096,5.7584,0.8571,"void at::native::mbtopk::radixFindKthValues<float, unsigned int, unsigned int, (int)2>(at::cuda::detail::TensorInfo<T1, T2>, unsigned int, unsigned int *, unsigned int, T2, int, int, unsigned int, T3, unsigned int *, T3 *, short *, T1 *)"
dgcnn_DA,PushPop,94211,94211,462,3696,2301.5545,0.6227,0.2880,0.0097,7.1877,1.2744,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl<at::native::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
dgcnn_DA,PushPop,94211,94211,462,769,1147.3695,1.4920,0.2702,0.0271,6.1222,2.1523,void cutlass::Kernel<cutlass_80_tensorop_s1688gemm_256x64_16x4_nn_align4>(T1::Params)
dgcnn_DA,PushPop,94211,94211,462,1848,1032.0395,0.5585,0.1743,0.0190,5.1205,1.2716,"void at::native::mbtopk::gatherTopK<float, unsigned int, (int)2>(at::cuda::detail::TensorInfo<T1, T2>, T2, T2, bool, unsigned int, T2, at::cuda::detail::TensorInfo<T1, T2>, T2, at::cuda::detail::TensorInfo<long, T2>, T2, unsigned int, unsigned int, T1 *, unsigned int *, unsigned int *, unsigned int)"
dgcnn_DA,PushPop,94211,94211,462,1848,1010.6808,0.5469,0.0267,0.0052,5.4311,1.2894,"void at::native::bitonicSortKVInPlace<(int)2, (int)-1, (int)16, (int)16, float, long, at::native::GTOp<float, (bool)1>, unsigned int>(at::cuda::detail::TensorInfo<T5, T8>, T8, T8, T8, at::cuda::detail::TensorInfo<T6, T8>, T8, T7)"
dgcnn_DA,PushPop,94211,94211,462,7392,737.7464,0.0998,0.0428,0.0051,4.8457,0.5187,"void at::native::mbtopk::computeBlockwiseWithinKCounts<unsigned int>(T1 *, short *, unsigned int, int, bool, unsigned int *, unsigned int)"
dgcnn_DA,PushPop,94211,94211,462,1848,679.3889,0.3676,0.1861,0.0161,5.8368,0.8412,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)4>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &)::[lambda(int) (instance 1)]>(long, T3)"
dgcnn_DA,PushPop,94211,94211,462,3234,587.0668,0.1815,0.0422,0.0024,4.8600,0.7601,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
dgcnn_DA,PushPop,94211,94211,307,1228,476.9544,0.3884,0.0140,0.0102,5.2694,1.1767,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, int, (int)128, (bool)1, (int)1, (bool)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)"
dgcnn_DA,PushPop,94211,94211,462,1848,466.0331,0.2522,0.2520,0.0139,5.2009,0.1958,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::MaxOps<float>, unsigned int, float, (int)4>>(T3)"
dgcnn_DA,PushPop,94211,94211,462,1848,435.2434,0.2355,0.2817,0.0090,0.2950,0.0696,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
dgcnn_DA,PushPop,94211,94211,462,1386,327.5021,0.2363,0.1971,0.0243,4.9981,0.5416,ampere_sgemm_128x128_nt
dgcnn_DA,PushPop,94211,94211,462,2310,304.6428,0.1319,0.0103,0.0025,4.8022,0.6381,"void at::native::<unnamed>::CatArrayBatchedCopy_aligned16_contig<float, unsigned int, (int)4, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)"
dgcnn_DA,PushPop,94211,94211,462,1848,188.5671,0.1020,0.0184,0.0015,4.7655,0.5874,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)"
dgcnn_DA,PushPop,94211,94211,462,3234,117.2542,0.0363,0.0047,0.0009,0.2792,0.0831,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::leaky_relu_kernel(at::TensorIteratorBase &, const c10::Scalar &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
dgcnn_DA,PushPop,94211,94211,462,462,66.6623,0.1443,0.1938,0.0071,0.1953,0.0701,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::MaxOps<float>, unsigned int, float, (int)4>>(T3)"
dgcnn_DA,PushPop,94211,94211,462,1079,58.3136,0.0540,0.0212,0.0042,4.7388,0.3948,void cutlass::Kernel<cutlass_80_tensorop_s1688gemm_64x64_16x6_nn_align4>(T1::Params)
dgcnn_DA,PushPop,94211,94211,462,462,50.5577,0.1094,0.1333,0.0159,0.1416,0.0348,ampere_sgemm_128x128_tn
dgcnn_DA,PushPop,94211,94211,462,1848,45.1700,0.0244,0.0227,0.0010,0.0418,0.0146,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase &, T2)::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
dgcnn_DA,PushPop,94211,94211,155,620,36.8876,0.0595,0.0060,0.0020,4.7274,0.3288,"void cudnn::bn_fw_inf_1C11_kernel_NCHW<float, float, (bool)1, (int)1>(T2, T2, cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, cudnnTensorStruct, const T2 *, const T2 *, const T2 *, const T2 *, T2)"
dgcnn_DA,PushPop,94211,94211,462,462,21.0186,0.0455,0.0063,0.0025,3.2880,0.3421,ampere_sgemm_32x128_tn
dgcnn_DA,PushPop,94211,94211,462,3696,16.8008,0.0045,0.0026,0.0024,4.6758,0.0867,"void at_cuda_detail::cub::DeviceScanByKeyKernel<at_cuda_detail::cub::DeviceScanByKeyPolicy<at_cuda_detail::cub::TransformInputIterator<unsigned int, at::native::mbtopk::BlockIdxToKey, at_cuda_detail::cub::CountingInputIterator<unsigned int, unsigned int>, long>, unsigned int>::Policy520, at_cuda_detail::cub::TransformInputIterator<unsigned int, at::native::mbtopk::BlockIdxToKey, at_cuda_detail::cub::CountingInputIterator<unsigned int, unsigned int>, long>, unsigned int *, unsigned int *, at_cuda_detail::cub::ReduceByKeyScanTileState<unsigned int, int, (bool)1>, at_cuda_detail::cub::Equality, at_cuda_detail::cub::Sum, at_cuda_detail::cub::NullType, int, unsigned int, unsigned int>(T2, T11 *, T3, T4, T5, int, T6, T7, T8, T9)"
dgcnn_DA,PushPop,94211,94211,462,1848,13.5392,0.0073,0.0024,0.0012,4.5678,0.1349,"void at::native::mbtopk::computeBlockwiseKthCounts<unsigned int>(T1 *, short *, unsigned int, unsigned int, unsigned int *)"
dgcnn_DA,PushPop,94211,94211,462,1386,9.4728,0.0068,0.0072,0.0038,0.0083,0.0007,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)"
dgcnn_DA,PushPop,94211,94211,462,1848,7.8958,0.0043,0.0040,0.0015,0.0124,0.0016,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl<at::native::CUDAFunctor_add<long>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
dgcnn_DA,PushPop,94211,94211,307,307,7.5083,0.0245,0.0129,0.0111,2.6568,0.1542,"void cudnn::batchnorm_fwtr_nhwc_semiPersist<float, float, float, (int)512, (int)16, (int)2, (int)4, (int)1, (int)1, (bool)0, (bool)0, (bool)1, (int)1>(cudnn::NhwcBatchNormFwdParams<T1, T2>)"
dgcnn_DA,PushPop,94211,94211,462,1230,6.4524,0.0052,0.0058,0.0033,0.0075,0.0012,ampere_sgemm_32x32_sliced1x4_tn
dgcnn_DA,PushPop,94211,94211,462,3696,3.1663,0.0009,0.0009,0.0008,0.0014,0.0000,"void at_cuda_detail::cub::DeviceScanByKeyInitKernel<at_cuda_detail::cub::ReduceByKeyScanTileState<unsigned int, int, (bool)1>, at_cuda_detail::cub::TransformInputIterator<unsigned int, at::native::mbtopk::BlockIdxToKey, at_cuda_detail::cub::CountingInputIterator<unsigned int, unsigned int>, long>>(T1, T2, std::iterator_traits<T2>::value_type *, unsigned int, int)"
dgcnn_DA,PushPop,94211,94211,307,2149,2.5002,0.0012,0.0011,0.0010,0.0020,0.0002,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
dgcnn_DA,PushPop,94211,94211,462,924,2.1673,0.0023,0.0024,0.0014,0.0026,0.0001,"void at::native::batch_norm_transform_input_channels_last_kernel<float, float, float, (int)4>(const T1 *, const T1 *, const T2 *, const T2 *, const T3 *, const T3 *, T1 *, int, int, bool)"
dgcnn_DA,PushPop,94211,94211,462,1848,2.1138,0.0011,0.0012,0.0009,0.0016,0.0001,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
dgcnn_DA,PushPop,94211,94211,462,1848,1.9883,0.0011,0.0011,0.0008,0.0013,0.0000,"void at::native::mbtopk::fill<unsigned int, unsigned int>(T1 *, T1, T2)"
dgcnn_DA,PushPop,94211,94211,462,1848,1.9342,0.0010,0.0010,0.0010,0.0020,0.0002,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<long, long, long, at::native::binary_internal::MulFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
dgcnn_DA,PushPop,94211,94211,462,1848,1.7708,0.0010,0.0009,0.0008,0.0018,0.0002,"void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &, const c10::Scalar &, const c10::Scalar &, at::Tensor &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)]>(T1, T2, function_traits<T2>::result_type *)"
dgcnn_DA,PushPop,94211,94211,307,614,1.7506,0.0029,0.0030,0.0027,0.0035,0.0002,"void at::native::batch_norm_collect_statistics_channels_last_kernel<at::native::Var, float, float, (int)4>(const T2 *, T3 *, T3 *, volatile T3 *, int *, int, int, T3)"
dgcnn_DA,PushPop,94211,94211,462,462,1.0673,0.0023,0.0023,0.0022,0.0026,0.0001,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)"
dgcnn_DA,PushPop,94211,94211,307,614,0.9336,0.0015,0.0015,0.0014,0.0024,0.0001,"void at::native::<unnamed>::fused_dropout_kernel_vec<float, float, unsigned int, (int)1, (int)4, bool>(at::cuda::detail::TensorInfo<T1, T3>, at::cuda::detail::TensorInfo<T1, T3>, at::cuda::detail::TensorInfo<T6, T3>, T3, T2, at::PhiloxCudaState)"
